id,name,state,network,lat,lon,elevation_m,archive_begin,archive_end,online,in_range,km_outside,n_days,first_date,last_date,complete_seasons,complete_last,live_ok,usable
SSC,SHAW AFB/SUMTER,SC,SC_ASOS,33.97,-80.47,74.0,1941-12-22,,True,True,0.0,9361.0,2001-01-01,2026-09-20,26.0,True,True,True
UDG,DARLINGTON COUNTY JETPORT,SC,SC_ASOS,34.45,-79.89,59.0,2000-02-06,,True,True,0.0,9160.0,2001-01-01,2026-09-20,21.0,True,True,True
UZA,ROCK HILL (WAS 29J),SC,SC_ASOS,34.9878,-81.0572,202.0,1999-02-01,,True,False,49.9,9333.0,2001-01-01,2026-09-20,25.0,False,True,False
XNO,North Air Force,SC,SC_ASOS,33.6117,-81.0701,91.32398,2017-11-02,,True,True,0.0,2937.0,2017-11-02,2026-09-18,2.0,True,True,False
1A5,FRANKLIN,NC,NC_ASOS,35.22,-83.42,616.0,2004-01-30,,True,False,157.3,8054.0,2004-01-31,2026-09-20,20.0,True,True,False
24A,Sylva,NC,NC_ASOS,35.3159,-83.2071,851.58276,2017-01-19,,True,False,168.6,3480.0,2017-01-19,2026-09-20,7.0,True,True,False
2DP,Dare County Gunnery Range,NC,NC_ASOS,35.6667,-75.9,0.3418498,2012-02-09,,True,False,1.2,4915.0,2012-02-09,2026-09-20,9.0,True,True,False
5W8,Silver City,NC,NC_ASOS,35.7045,-79.504,183.00014,2012-01-12,2015-01-23,False,False,26.7,,,,,,False,False
7W6,Engelhard,NC,NC_ASOS,35.5624,-75.9552,1.2678604,2016-05-22,,True,False,11.6,2853.0,2016-05-22,2026-09-20,6.0,True,True,False
ACZ,Wallace,NC,NC_ASOS,34.7179,-78.0036,10.0,2023-03-01,,True,True,0.0,1291.0,2023-03-01,2026-09-20,3.0,True,True,False
AFP,Wadesboro,NC,NC_ASOS,35.0206,-80.0771,91.4,2006-12-07,,True,True,0.0,7121.0,2006-12-07,2026-09-20,18.0,True,True,True
AKH,GASTONIA_MCPL_(ASOS),NC,NC_ASOS,35.1967,-81.1558,244.0,1999-01-30,,True,False,72.2,9379.0,2001-01-01,2026-09-20,26.0,True,True,True
ASJ,AHOSKIE_TRI_COU,NC,NC_ASOS,36.3,-77.17,21.0,1997-11-29,,True,True,0.0,9122.0,2001-01-01,2026-09-20,22.0,True,True,True
AVL,ASHEVILLE_MUNICIPAL_(ASOS),NC,NC_ASOS,35.4319,-82.5375,661.0,1948-01-01,,True,False,150.3,9394.0,2001-01-01,2026-09-20,26.0,True,True,False
BUY,BURLINGTON-ALAMANCE_REG_(ASOS),NC,NC_ASOS,36.0485,-79.4749,188.0,1998-07-01,,True,False,60.4,9356.0,2001-01-01,2026-09-20,23.0,False,True,False
CLT,Charlotte / Douglas,NC,NC_ASOS,35.2226,-80.9543,228.0,1941-07-22,,True,False,63.7,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
CPC,COLUMBUS_CNTY_MUNI_ARPT,NC,NC_ASOS,34.2753,-78.7146,30.0,2002-05-14,,True,True,0.0,8683.0,2002-05-14,2026-09-20,21.0,True,True,True
CTZ,CLINTON,NC,NC_ASOS,34.9756,-78.3644,45.0,2001-07-10,,True,True,0.0,8981.0,2001-07-10,2026-09-20,19.0,True,True,True
DPL,KENANSVILLE/DUPLIN_COUNTY,NC,NC_ASOS,35.0,-77.98,42.0,1998-03-30,,True,True,0.0,9191.0,2001-01-01,2026-09-20,21.0,True,True,True
ECG,Elizabeth City,NC,NC_ASOS,36.2577,-76.1716,2.0,1948-12-31,,True,False,27.6,9387.0,2001-01-01,2026-09-20,26.0,True,True,True
EDE,EDENTON_NORTHEA,NC,NC_ASOS,36.0277,-76.5671,6.0,1998-03-17,,True,True,0.0,9317.0,2001-01-01,2026-09-20,25.0,True,True,True
EHO,SHELBY_MUNI_ARPT,NC,NC_ASOS,35.2556,-81.6011,258.0,2003-12-19,,True,False,107.3,8180.0,2003-12-19,2026-09-20,19.0,True,True,False
EQY,MONROE_AIRPORT_(ASOS),NC,NC_ASOS,35.0169,-80.6206,207.0,1999-01-30,,True,False,31.8,9387.0,2001-01-01,2026-09-20,26.0,True,True,True
ETC,Tarboro,NC,NC_ASOS,35.9373,-77.5465,15.0,2010-11-22,,True,True,0.0,4962.0,2010-11-22,2026-09-20,12.0,True,True,False
EWN,NEW_BERN/CRAVEN_CO_(ASOS),NC,NC_ASOS,35.0675,-77.0472,6.0,1948-12-31,,True,True,0.0,9393.0,2001-01-01,2026-09-20,26.0,True,True,True
EXX,LEXINGTON_DAVIDSON_COUNTY_AIRP,NC,NC_ASOS,35.7811,-80.3038,223.0,1992-02-26,,True,False,48.8,9262.0,2001-01-01,2026-09-20,24.0,True,True,True
EYF,ELIZABETHTOWN/CURTIS_BROWN_FIELD,NC,NC_ASOS,34.6,-78.58,40.0,2002-05-15,,True,True,0.0,8444.0,2002-05-15,2026-09-20,23.0,True,True,True
FAY,Fayetteville,NC,NC_ASOS,34.9912,-78.8803,56.0,1972-12-31,,True,True,0.0,9386.0,2001-01-03,2026-09-20,25.0,True,True,True
FBG,FORT_BRAGG/SIMMONS,NC,NC_ASOS,35.1318,-78.9367,74.0,1961-07-01,,True,True,0.0,8974.0,2001-01-01,2026-09-20,21.0,True,True,True
FFA,KILL_DEVIL_HILLS,NC,NC_ASOS,36.02,-75.67,4.0,2004-02-28,,True,False,23.5,7949.0,2004-02-28,2026-09-20,20.0,True,True,True
FQD,RUTHERFORDTON,NC,NC_ASOS,35.4282,-81.9351,329.0,1998-03-30,,True,False,141.2,8767.0,2001-01-01,2026-09-18,23.0,True,True,False
GEV,ASHE_COUNTY_ARPT,NC,NC_ASOS,36.43,-81.42,969.0,1998-07-30,,True,False,166.9,9196.0,2001-01-01,2026-09-20,21.0,True,True,False
GSB,SEYMOUR-JOHNSON_AFB,NC,NC_ASOS,35.3394,-77.9606,33.0,1943-06-01,,True,True,0.0,9175.0,2001-01-02,2026-09-20,19.0,False,True,False
GSO,GREENSBORO/PIEDMONT_(ASOS),NC,NC_ASOS,36.0975,-79.9436,270.0,1945-10-31,,True,False,75.6,9393.0,2001-01-01,2026-09-20,26.0,True,True,True
GWW,GOLDSBORO-WAYNE_MUNI_ARPT,NC,NC_ASOS,35.4606,-77.9649,41.0,2002-05-14,,True,True,0.0,8841.0,2002-05-14,2026-09-20,23.0,True,True,True
HBI,ASHEBORO_MUNI_ARPT,NC,NC_ASOS,35.6545,-79.8948,205.0,1999-07-30,,True,False,28.5,9283.0,2001-01-01,2026-09-20,24.0,True,True,True
HFF,MACKALL_AAF,NC,NC_ASOS,35.0367,-79.4974,115.0,1979-05-07,,True,True,0.0,8450.0,2001-01-02,2026-09-20,19.0,True,True,True
HKY,HICKORY_REGIONAL_(ASOS),NC,NC_ASOS,35.7412,-81.3896,362.0,1948-12-31,,True,False,123.1,9393.0,2001-01-01,2026-09-20,26.0,True,True,False
HNZ,HENDERSON-OXFORD_ARPT,NC,NC_ASOS,36.36,-78.53,161.0,2002-05-15,,True,False,60.3,8760.0,2002-05-15,2026-09-20,18.0,True,True,True
HRJ,ERWIN/HARNETT_COUNTY_ARPT,NC,NC_ASOS,35.3786,-78.7336,60.0,1999-07-30,,True,True,0.0,9239.0,2001-01-01,2026-09-20,25.0,True,True,True
HSE,HATTERAS_(ASOS),NC,NC_ASOS,35.2322,-75.6225,3.0,1957-02-28,,True,False,55.6,9367.0,2001-01-01,2026-09-20,24.0,True,True,True
IGX,WILLIAMS_AIRPORT_(ASOS),NC,NC_ASOS,35.9333,-79.0642,155.0,1999-07-30,2018-04-27,False,False,29.2,,,,,,False,False
ILM,Wilmington Intl,NC,NC_ASOS,34.27,-77.9,10.0,1942-06-01,,True,True,0.0,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
INT,WINSTON-SALEM/SMITH_(ASOS),NC,NC_ASOS,36.1337,-80.222,296.0,1947-12-31,,True,False,84.5,9298.0,2001-01-01,2026-09-20,25.0,False,True,False
IPJ,LINCOLNTON,NC,NC_ASOS,35.4833,-81.1612,267.0,2000-10-04,,True,False,95.1,8816.0,2001-01-01,2026-09-20,23.0,True,True,True
ISO,KINSTON/STALLINGS,NC,NC_ASOS,35.33,-77.61,29.0,1954-11-01,,True,True,0.0,9382.0,2001-01-01,2026-09-20,25.0,True,True,True
IXA,Roanoke Rapids,NC,NC_ASOS,36.3298,-77.6352,44.0,2009-07-22,,True,True,0.0,6122.0,2009-07-22,2026-09-20,17.0,True,True,True
JNX,SMITHFIELD,NC,NC_ASOS,35.5409,-78.3903,50.0,2000-09-27,,True,True,0.0,9258.0,2001-01-01,2026-09-20,24.0,True,True,True
JQF,CONCORD,NC,NC_ASOS,35.3878,-80.7091,210.0,2001-05-21,,True,False,52.8,9145.0,2001-05-21,2026-09-20,22.0,True,True,True
LBT,Lumberton,NC,NC_ASOS,34.61,-79.06,38.0,1948-12-31,,True,True,0.0,9381.0,2001-01-01,2026-09-20,25.0,True,True,True
LHZ,LOUISBURG/FRANKLIN_CNTY_ARPT,NC,NC_ASOS,36.0233,-78.3303,113.0,2003-06-20,,True,False,29.3,8360.0,2003-06-20,2026-09-20,23.0,True,True,True
MCZ,Williamston,NC,NC_ASOS,35.8622,-77.1782,22.0,2023-03-01,,True,True,0.0,1276.0,2023-03-01,2026-09-20,3.0,True,True,False
MEB,LAURINBURG-MAXTON_ARPT_(ASOS),NC,NC_ASOS,34.7919,-79.3658,67.0,1951-07-30,,True,True,0.0,9360.0,2001-01-01,2026-09-20,26.0,True,True,True
MQI,MANTEO/DARE_CO_RGNL,NC,NC_ASOS,35.919,-75.6955,4.0,1945-03-01,,True,False,13.7,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
MRH,SMITH_FIELD/BEAUFORT_(ASOS),NC,NC_ASOS,34.7336,-76.6606,3.0,2000-04-26,,True,False,0.1,9361.0,2001-01-01,2026-09-20,26.0,True,True,True
MRN,MORGANTON-LENOIR_AIRPORT,NC,NC_ASOS,35.82,-81.61,387.0,1999-03-30,,True,False,144.7,8982.0,2001-01-01,2026-09-20,24.0,True,True,False
MWK,MOUNT_AIRY/SURRY_COUNTY_APRT,NC,NC_ASOS,36.46,-80.55,380.0,1999-03-30,,True,False,127.0,9198.0,2001-01-01,2026-09-20,21.0,False,True,False
NBT,Piney Island,NC,NC_ASOS,35.0222,-76.4625,5.0,2008-05-20,,True,True,0.0,4580.0,2008-05-20,2026-09-18,4.0,False,True,False
NCA,NEW_RIVER_MCAS,NC,NC_ASOS,34.7084,-77.4397,8.0,1955-01-03,,True,True,0.0,9329.0,2001-01-01,2026-09-18,25.0,True,True,True
NJM,Bogue Field,NC,NC_ASOS,34.694,-77.0294,3.163574,1980-10-01,,True,True,0.0,7238.0,2001-01-03,2026-09-20,10.0,True,True,False
NKT,CHERRY_POINT_MCAS,NC,NC_ASOS,34.9,-76.88,9.0,1945-03-01,,True,True,0.0,9390.0,2001-01-01,2026-09-20,26.0,True,True,True
NR02,Jordan Field,NC,NC_ASOS,35.2378,-79.9956,183.0,2011-08-27,2020-03-23,False,True,0.0,,,,,,False,False
OAJ,JACKSONVILLE_(AWOS),NC,NC_ASOS,34.8292,-77.6121,29.0,1976-12-25,,True,True,0.0,9245.0,2001-01-01,2026-09-20,25.0,True,True,True
OCW,Washington/Warren,NC,NC_ASOS,35.57,-77.05,12.0,1998-11-29,,True,True,0.0,9155.0,2001-01-01,2026-09-20,24.0,True,True,True
ONX,Currituck,NC,NC_ASOS,36.3999,-76.0154,5.5,2004-08-16,,True,False,30.0,7916.0,2004-08-16,2026-09-20,20.0,True,True,True
PGV,PITT-GREENVILLE_APRT,NC,NC_ASOS,35.6352,-77.3853,8.0,1972-12-31,,True,True,0.0,9356.0,2001-01-01,2026-09-20,25.0,True,True,True
POB,POPE_AFB,NC,NC_ASOS,35.1709,-79.0145,66.0,1937-07-03,,True,True,0.0,9311.0,2001-01-02,2026-09-20,23.0,True,True,True
RCZ,ROCKINGHAM,NC,NC_ASOS,34.89,-79.76,109.0,2004-06-21,,True,True,0.0,7625.0,2004-06-21,2026-09-20,18.0,True,True,True
RDU,Raleigh / Durham,NC,NC_ASOS,35.8922,-78.7819,117.95659,1945-10-31,,True,False,16.0,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
RHP,ANDREWS-MURPHY_AIRPORT,NC,NC_ASOS,35.1952,-83.863,518.0,2001-05-18,,True,False,128.6,8892.0,2001-05-18,2026-09-20,21.0,True,True,False
RUQ,ROWAN_COUNTY_AIRPORT,NC,NC_ASOS,35.6459,-80.5203,236.0,2000-01-19,,True,False,48.9,9234.0,2001-01-01,2026-09-15,23.0,True,True,True
RWI,ROCKY_MOUNT-WILSON_(ASOS),NC,NC_ASOS,35.8562,-77.8919,48.0,1973-06-20,,True,True,0.0,9351.0,2001-01-01,2026-09-20,24.0,True,True,True
RZZ,ROANOKE_RAPIDS_(ASOS),NC,NC_ASOS,36.44,-77.71,77.0,1998-05-30,2009-06-25,False,False,3.9,,,,,,False,False
SCR,Siler City,NC,NC_ASOS,35.7043,-79.5043,180.53482,2004-02-28,,True,False,26.6,4254.0,2004-02-28,2026-09-20,9.0,True,True,False
SIF,Reidsville,NC,NC_ASOS,36.4372,-79.851,211.0,2005-10-15,,True,False,109.7,7620.0,2005-09-16,2026-09-20,19.0,True,True,False
SOP,SOUTHERN_PINES_AWOS,NC,NC_ASOS,35.2372,-79.3911,141.0,1992-02-26,,True,True,0.0,8976.0,2001-01-01,2026-09-20,20.0,True,True,True
SUT,SOUTHPORT/BRUNSWICK,NC,NC_ASOS,33.9292,-78.0747,8.0,2001-08-21,,True,True,0.0,9065.0,2001-08-21,2026-09-20,21.0,True,True,True
SVH,STATESVILLE,NC,NC_ASOS,35.765,-80.9539,294.0,1998-03-30,,True,False,88.7,9311.0,2001-01-01,2026-09-20,23.0,True,True,True
TDF,ROXBORO,NC,NC_ASOS,36.2849,-78.9842,186.0,2000-10-04,,True,False,61.2,9230.0,2001-01-01,2026-09-20,23.0,True,True,True
TNB,WATAUGA_CNTY_HOSP_HELIP,NC,NC_ASOS,36.2,-81.65,959.0,2000-01-24,,True,False,167.0,9277.0,2001-01-01,2026-09-20,23.0,True,True,False
TQV,Durham - Duke North Heliport,NC,NC_ASOS,36.007,-78.9373,120.0,2021-10-29,,True,False,30.4,1776.0,2021-10-29,2026-09-20,5.0,True,True,False
TTA,Sanford - Lee County,NC,NC_ASOS,35.5764,-79.1034,73.0,2001-03-30,,True,False,4.8,9073.0,2001-03-31,2026-09-20,21.0,True,True,True
UKF,NORTH_WILKESBORO/WILKES_CNTY,NC,NC_ASOS,36.2228,-81.0983,396.0,1999-07-30,,True,False,130.5,9244.0,2001-01-01,2026-09-20,22.0,True,True,False
VUJ,ALBEMARLE,NC,NC_ASOS,35.4167,-80.1508,186.0,2000-10-04,,True,False,7.1,9230.0,2001-01-01,2026-09-20,21.0,True,True,True
W40,Mount Olive,NC,NC_ASOS,35.2225,-78.0375,51.0,2022-11-16,,True,True,0.0,1402.0,2022-11-16,2026-09-20,4.0,True,True,False
0V4,Brookneal,VA,VA_ASOS,37.1417,-79.0164,178.73071,2014-08-21,,True,False,112.9,4209.0,2014-08-21,2026-09-20,11.0,True,True,False
0VG,Jonesville,VA,VA_ASOS,36.6541,-83.2178,416.0,2010-09-21,,True,False,294.7,5194.0,2010-09-21,2026-09-17,7.0,True,True,False
AKQ,WAKEFIELD (NEXRAD),VA,VA_ASOS,36.9839,-77.0072,64.0,1997-10-31,,True,False,22.0,9373.0,2001-01-01,2026-09-20,25.0,True,True,True
AVC,SOUTH HILL/MECKLENBURG-BRUNSWICK,VA,VA_ASOS,36.6883,-78.0545,135.0,1997-01-31,,True,False,14.1,9252.0,2001-01-01,2026-09-20,22.0,True,True,True
BCB,VIRGINIA TECH ARPT,VA,VA_ASOS,37.2076,-80.4078,650.0,1994-10-15,,True,False,204.7,9365.0,2001-01-01,2026-09-20,25.0,True,True,False
BKT,Blackstone,VA,VA_ASOS,37.0742,-77.9575,125.72337,2014-08-20,,True,False,41.6,4169.0,2014-08-20,2026-09-20,6.0,False,True,False
CPK,CHESAPEAKE,VA,VA_ASOS,36.6656,-76.3207,6.0,1998-05-31,,True,True,0.0,9325.0,2001-01-01,2026-09-20,25.0,True,True,True
CXE,Chase City,VA,VA_ASOS,36.7883,-78.5016,148.68195,2014-11-06,,True,False,55.1,4298.0,2014-11-06,2026-09-20,11.0,True,True,False
DAN,DANVILLE REGIONAL,VA,VA_ASOS,36.5729,-79.3361,174.0,1949-01-31,,True,False,102.2,9377.0,2001-01-01,2026-09-20,24.0,True,True,False
EMV,EMPORIA-GREENSVILLE RGL AIRPORT,VA,VA_ASOS,36.6869,-77.4828,39.0,2002-02-28,,True,False,3.8,8800.0,2002-02-28,2026-09-20,20.0,True,True,True
FAF,FORT EUSTIS/FELKER,VA,VA_ASOS,37.1325,-76.6088,4.0,1960-11-01,,True,False,33.2,8616.0,2001-01-03,2026-09-20,19.0,True,True,True
FCI,Chesterfield,VA,VA_ASOS,37.4064,-77.5248,72.0,1948-01-01,,True,False,78.3,8939.0,2001-01-01,2026-09-20,18.0,False,True,False
FKN,FRANKLIN/J B ROSE,VA,VA_ASOS,36.6981,-76.9038,12.0,1994-10-15,,True,True,0.0,9334.0,2001-01-01,2026-09-20,24.0,True,True,True
FVX,FARMVILLE,VA,VA_ASOS,37.3575,-78.4378,125.0,1994-07-18,,True,False,89.1,9142.0,2001-01-01,2026-09-20,22.0,True,True,True
FYJ,WEST_POINT,VA,VA_ASOS,37.5211,-76.7647,7.0,2004-01-31,,True,False,74.6,8100.0,2004-02-01,2026-09-20,20.0,True,True,True
HLX,HILLSVILLE,VA,VA_ASOS,36.7661,-80.8236,834.0,1994-12-31,,True,False,167.4,9267.0,2001-01-01,2026-09-20,24.0,True,True,False
JFZ,Richlands,VA,VA_ASOS,37.0638,-81.7983,808.6,2002-08-28,,True,False,241.1,8004.0,2002-08-28,2026-09-20,14.0,True,True,False
JGG,WILLIAMSBURG,VA,VA_ASOS,37.2392,-76.7161,15.0,2003-04-22,,True,False,43.4,7454.0,2003-04-22,2026-09-20,17.0,False,True,False
LFI,LANGLEY AFB/HAMPTON,VA,VA_ASOS,37.0828,-76.3605,3.0,1936-10-01,,True,False,38.4,9375.0,2001-01-01,2026-09-20,25.0,True,True,True
LNP,WISE/LONESOME PINE,VA,VA_ASOS,36.9875,-82.53,817.0,1980-02-27,,True,False,281.0,9312.0,2001-01-01,2026-09-20,25.0,True,True,False
LVL,Lawrenceville,VA,VA_ASOS,36.7728,-77.7943,99.50898,2014-08-20,,True,False,5.4,4168.0,2014-08-20,2026-09-20,6.0,True,True,False
LYH,LYNCHBURG/P. GLENN,VA,VA_ASOS,37.3208,-79.2067,286.0,1947-12-31,,True,False,137.4,9394.0,2001-01-01,2026-09-20,26.0,True,True,False
MKJ,MARION / WYTHEVILLE,VA,VA_ASOS,36.8949,-81.3499,780.0,1995-04-23,,True,False,202.4,9265.0,2001-01-01,2026-09-20,24.0,True,True,False
MTV,MARTINSVILLE,VA,VA_ASOS,36.6272,-80.0133,287.0,1995-07-08,,True,False,133.7,9373.0,2001-01-01,2026-09-20,26.0,True,True,False
NFE,Fentress,VA,VA_ASOS,36.695,-76.1356,5.0,1945-03-01,,True,False,14.1,8998.0,2001-01-01,2026-09-20,23.0,True,True,True
NGU,NORFOLK NAS/CHAMBER,VA,VA_ASOS,36.9375,-76.2893,5.0,1945-02-01,,True,False,28.2,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
NTU,OCEANA NAS/SOUCEK,VA,VA_ASOS,36.8207,-76.0335,7.0,1945-03-01,,True,False,29.3,9392.0,2001-01-01,2026-09-20,26.0,True,True,True
ORF,NORFOLK INTL ARPT,VA,VA_ASOS,36.9033,-76.1922,9.0,1948-01-01,,True,False,27.6,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
PHF,NEWPORT NEWS,VA,VA_ASOS,37.1319,-76.493,13.0,1972-12-31,,True,False,36.5,9381.0,2001-01-01,2026-09-20,26.0,True,True,True
PSK,DUBLIN/NEW RIV VLLY,VA,VA_ASOS,37.1374,-80.6785,642.0,1948-12-31,,True,False,202.1,9354.0,2001-01-01,2026-09-20,24.0,True,True,False
PTB,PETERSBURG (AWOS),VA,VA_ASOS,37.1838,-77.5074,59.0,1992-08-07,,True,False,54.9,9331.0,2001-01-01,2026-09-20,25.0,True,True,True
PVG,Norfolk/Hampton Roads,VA,VA_ASOS,36.7801,-76.4488,7.0,1998-05-31,,True,False,6.1,8614.0,2001-01-01,2026-09-20,19.0,True,True,True
RIC,RICHMOND/BYRD FIELD,VA,VA_ASOS,37.5115,-77.3234,54.0,1942-09-24,,True,False,86.8,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
ROA,Roanoke Muni,VA,VA_ASOS,37.3172,-79.9737,344.71243,1948-01-01,,True,False,197.6,9394.0,2001-01-01,2026-09-20,26.0,True,True,False
SFQ,SUFFOLK,VA,VA_ASOS,36.6824,-76.6019,22.0,1998-05-31,,True,True,0.0,9248.0,2001-01-01,2026-09-20,24.0,True,True,True
VJI,Abingdon,VA,VA_ASOS,36.6871,-82.0333,631.0,1984-06-07,,True,False,226.3,9210.0,2001-01-01,2026-09-20,22.0,True,True,False
W31,Kenbridge,VA,VA_ASOS,36.9601,-78.185,156.77553,2014-08-20,,True,False,40.8,4379.0,2014-08-20,2026-09-20,11.0,True,True,False
W63,Clarksville / Marks,VA,VA_ASOS,36.5958,-78.5601,115.03276,2014-11-06,,True,False,57.0,4255.0,2014-11-06,2026-09-20,9.0,False,True,False
W78,South Boston,VA,VA_ASOS,36.71,-78.848,115.141014,2014-08-20,,True,False,83.2,4367.0,2014-08-20,2026-09-20,11.0,True,True,False
W81,Crewe,VA,VA_ASOS,37.181,-78.0983,119.94983,2014-08-20,,True,False,57.4,4289.0,2014-08-20,2026-09-20,9.0,True,True,False
W96,Quinton,VA,VA_ASOS,37.5032,-77.1255,34.549,2014-11-06,,True,False,78.2,4289.0,2014-11-06,2026-09-20,10.0,True,True,False
0A9,Elizabethton,TN,TN_ASOS,36.3712,-82.1734,486.0,2009-04-01,,True,False,216.5,6079.0,2009-04-01,2026-09-20,11.0,False,True,False
1M5,Portland,TN,TN_ASOS,36.5929,-86.4769,244.0,2010-09-01,,True,False,267.4,3476.0,2010-09-01,2026-09-17,4.0,False,True,False
2A0,Dayton,TN,TN_ASOS,35.4817,-84.9322,214.8747,2016-07-08,,True,False,123.6,3409.0,2016-07-08,2026-09-20,7.0,True,True,False
2M2,Lawrenceburg,TN,TN_ASOS,35.2343,-87.2579,281.34207,2018-07-18,,True,False,118.4,2934.0,2018-07-13,2026-09-20,6.0,False,True,False
2M8,Millington,TN,TN_ASOS,35.279,-89.9315,74.0,2023-12-19,,True,False,241.4,605.0,2023-12-19,2026-09-20,0.0,False,True,False
8A3,Livingston,TN,TN_ASOS,36.4121,-85.3116,409.0,2010-09-01,,True,False,227.6,3195.0,2010-09-01,2026-09-20,4.0,True,True,False
BGF,Winchester,TN,TN_ASOS,35.1775,-86.0662,296.0,2010-09-01,,True,False,109.0,5117.0,2010-09-01,2026-09-19,10.0,False,True,False
BNA,NASHVILLE METRO,TN,TN_ASOS,36.1189,-86.6892,180.0,1934-01-01,,True,False,214.2,9394.0,2001-01-01,2026-09-20,26.0,True,True,False
CHA,CHATTANOOGA/LOVELL,TN,TN_ASOS,35.0353,-85.2038,210.0,1932-12-31,,True,False,74.8,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
CKV,CLARKSVILLE/OUTLAW,TN,TN_ASOS,36.6219,-87.415,168.0,1973-04-18,,True,False,272.6,9067.0,2001-04-10,2026-09-20,22.0,True,True,False
CSV,CROSSVILLE MEMORIAL,TN,TN_ASOS,35.9513,-85.085,573.0,1934-06-21,,True,False,175.4,9385.0,2001-01-01,2026-09-20,26.0,True,True,False
DKX,Knoxville Downtown,TN,TN_ASOS,35.9638,-83.8737,251.1181,1979-05-07,,True,False,200.1,3673.0,2016-04-13,2026-09-20,6.0,True,True,False
DYR,DYERSBURG(AWOS),TN,TN_ASOS,35.998,-89.4066,103.0,1943-04-12,,True,False,274.3,8713.0,2001-01-01,2026-09-17,18.0,False,True,False
EOD,Fort Campbell,TN,TN_ASOS,36.5677,-87.4814,178.0,2026-03-27,,True,False,266.9,178.0,2026-03-27,2026-09-20,0.0,False,True,False
FYE,Somerville,TN,TN_ASOS,35.2061,-89.3929,132.87497,2001-02-15,,True,False,216.2,3282.0,2001-02-15,2026-09-20,4.0,True,True,False
FYM,Fayetteville,TN,TN_ASOS,35.0597,-86.564,296.0,2010-09-01,,True,False,97.1,4250.0,2010-09-01,2026-09-08,8.0,True,True,False
GCY,Greenville,TN,TN_ASOS,36.196,-82.811,487.0846,2018-04-18,,True,False,238.4,3038.0,2018-04-18,2026-09-20,6.0,True,True,False
GKT,Sevierville,TN,TN_ASOS,35.8578,-83.5287,301.31348,2014-07-01,,True,False,205.2,4357.0,2014-07-01,2026-09-20,8.0,True,True,False
GZS,Pulaski,TN,TN_ASOS,35.1537,-87.0568,200.87474,2017-05-09,,True,False,111.3,3576.0,2016-06-27,2026-09-20,7.0,True,True,False
HZD,Huntingdon,TN,TN_ASOS,36.089,-88.4654,142.96805,2000-06-24,,True,False,235.9,3828.0,2001-01-01,2026-09-20,8.0,True,True,False
JAU,Jacksboro,TN,TN_ASOS,36.3341,-84.163,349.91208,2015-06-09,,True,False,229.5,3754.0,2015-06-08,2026-09-20,8.0,False,True,False
JWN,John C Tune,TN,TN_ASOS,36.1824,-86.8867,147.0,2010-09-02,,True,False,222.0,3848.0,2010-09-02,2026-09-20,8.0,True,True,False
LUG,Lewisburg-Ellington,TN,TN_ASOS,35.5136,-86.803,217.0,2010-09-02,,True,False,147.4,3095.0,2010-09-02,2026-09-20,8.0,True,True,False
M01,Memphis - General Dewitt Spain,TN,TN_ASOS,35.2007,-90.054,68.0,2022-11-08,,True,False,234.5,1226.0,2022-11-08,2026-09-20,3.0,True,True,False
M02,Dickson,TN,TN_ASOS,36.1279,-87.4298,262.0,2010-09-01,,True,False,218.0,3011.0,2010-09-01,2026-09-20,6.0,True,True,False
M04,Covington,TN,TN_ASOS,35.5834,-89.5872,81.61184,2000-06-24,,True,False,254.5,3267.0,2001-01-01,2026-09-20,5.0,False,True,False
M08,Bolivar,TN,TN_ASOS,35.2145,-89.0434,149.5601,2000-06-24,,True,False,191.1,3172.0,2001-01-01,2026-09-20,5.0,False,True,False
M33,Gallatin,TN,TN_ASOS,36.3768,-86.4088,170.0,2010-09-04,2018-05-23,False,False,243.9,,,,,,False,False
M54,Lebanon,TN,TN_ASOS,36.1904,-86.3157,171.0,2010-09-03,,True,False,221.8,2981.0,2010-09-03,2026-09-20,4.0,True,True,False
M91,Springfield,TN,TN_ASOS,36.5363,-86.9189,211.10802,2014-11-21,,True,False,261.3,3861.0,2014-11-20,2026-08-08,8.0,True,False,False
MBT,Murfreesboro,TN,TN_ASOS,35.8775,-86.3775,187.0,2010-09-01,,True,False,189.0,3086.0,2010-09-01,2026-09-20,7.0,True,True,False
MEM,MEMPHIS INTL ARPT,TN,TN_ASOS,35.0611,-89.985,87.0,1931-10-31,,True,False,218.2,9394.0,2001-01-01,2026-09-20,26.0,True,True,False
MKL,JACKSON/MCKELLAR,TN,TN_ASOS,35.5931,-88.9167,132.0,1948-07-01,,True,False,211.9,9394.0,2001-01-01,2026-09-20,26.0,True,True,False
MMI,Athens,TN,TN_ASOS,35.3973,-84.5626,245.04639,2013-10-16,,True,False,120.0,4542.0,2013-10-16,2026-09-20,9.0,True,True,False
